Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Husband_partner_jealous_if_Wife_talks_with_other_men,Husband_partner_insists_on_knowing_where_Wife_is,Ever_been_humiliated_by_husband_partner,Ever_been_insulted_or_made_to_feel_bad_by_husband_partner,"Ever_been_pushed,_shook_or_had_something_thrown_by_husband_partner",Ever_been_slapped_by_husband_partner,Person_who_usually_decides_on_Wife's_health_care,Person_who_usually_decides_on_large_household_purchases,"Wife_afraid_of_husband_partner_most_of_the_time,_sometimes_or_never",Marital_Stability_Target
52,Secondary or below,Agricultural,Caste,Hindu,45,149.7,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
38,Secondary or below,Agricultural,Tribe,Hindu,32,149.5,Secondary or below,Agricultural,Tribe,Hindu,Rural,West Bengal,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
52,Secondary or below,Agricultural,Tribe,Hindu,45,145.7,Secondary or below,Not working,Tribe,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
40,Secondary or below,Agricultural,Tribe,Hindu,35,142.8,Secondary or below,Agricultural,Tribe,Hindu,Rural,West Bengal,Yes,Yes,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Never afraid,1
52,Secondary or below,Agricultural,Tribe,Hindu,48,149.7,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
50,Secondary or below,Agricultural,Caste,Hindu,35,152.7,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
48,Secondary or below,Skilled and unskilled manual,Caste,Hindu,45,147.5,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
47,Secondary or below,Skilled and unskilled manual,Caste,Muslim,42,148.2,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
44,Secondary or below,Agricultural,Caste,Hindu,41,145.8,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
50,Secondary or below,Skilled and unskilled manual,Caste,Muslim,40,142.4,Secondary or below,Skilled and unskilled manual,Caste,Muslim,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
36,Secondary or below,Services / household and domestic,Caste,Hindu,29,156.5,Secondary or below,Agricultural,Caste,Hindu,Rural,West Bengal,Yes,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
40,Secondary or below,Skilled and unskilled manual,Caste,Hindu,36,157.4,Secondary or below,Agricultural,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Husband/partner alone,Sometimes afraid,1
51,Secondary or below,Skilled and unskilled manual,Caste,Hindu,41,148.2,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,West Bengal,No,No,Never,"Yes, but not in the last 12 months",Never,Never,Respondent and husband/partner,Husband/partner alone,Sometimes afraid,1
26,Secondary or below,Skilled and unskilled manual,Caste,Hindu,21,151.2,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
28,Secondary or below,Skilled and unskilled manual,No caste / tribe,Hindu,27,148.9,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,Yes,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
46,Secondary or below,Skilled and unskilled manual,Caste,Hindu,40,147.3,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Husband/partner alone,Never afraid,1
45,Secondary or below,Agricultural,Caste,Hindu,37,150.4,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
37,Secondary or below,Agricultural,Caste,Hindu,35,153.3,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
23,Secondary or below,Skilled and unskilled manual,No caste / tribe,Hindu,18,147.1,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,Yes,No,Never,Often,Never,Often,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
45,Secondary or below,Not working,Caste,Hindu,35,150.0,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
45,Secondary or below,Agricultural,Tribe,Hindu,35,149.2,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
74,Secondary or below,Services / household and domestic,Tribe,Hindu,27,154.0,Secondary or below,Not working,Tribe,Hindu,Rural,West Bengal,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
40,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30,145.1,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
47,Secondary or below,Skilled and unskilled manual,Caste,Hindu,40,152.2,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,Rural,West Bengal,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
27,Secondary or below,Skilled and unskilled manual,Caste,Hindu,23,114.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
37,Secondary or below,Services / household and domestic,No caste / tribe,Hindu,26,160.5,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
45,Secondary or below,Agricultural,Tribe,Hindu,41,157.5,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,Rural,West Bengal,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
21,Secondary or below,Agricultural,No caste / tribe,Hindu,19,153.6,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,Don't know,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Never afraid,1
23,Secondary or below,Agricultural,No caste / tribe,Hindu,18,152.8,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
48,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,32,157.6,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,Yes,No,Never,Never,"Yes, but not in the last 12 months","Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
46,Secondary or below,Skilled and unskilled manual,Caste,Hindu,45,156.4,Secondary or below,Not working,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
33,Secondary or below,Skilled and unskilled manual,No caste / tribe,Hindu,29,151.3,Higher Secondary,Other,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Sometimes afraid,0
50,Higher Secondary,Skilled and unskilled manual,No caste / tribe,Hindu,40,152.3,Higher Secondary,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Sometimes afraid,0
50,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,No caste / tribe,Hindu,42,151.7,Higher Secondary,Not working,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
30,Secondary or below,Skilled and unskilled manual,Caste,Muslim,25,148.3,Higher Secondary,Not working,Caste,Muslim,Urban,West Bengal,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Husband/partner alone,Sometimes afraid,1
28,Secondary or below,Other,Caste,Hindu,21,140.5,Higher Secondary,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Husband/partner alone,Sometimes afraid,1
45,Secondary or below,Sales,Caste,Hindu,37,152.0,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Never afraid,1
45,Higher Secondary,Sales,Caste,Hindu,40,159.0,Higher Secondary,Professional / technical / managerial,Caste,Hindu,Urban,West Bengal,No,No,"Yes, but not in the last 12 months","Yes, but not in the last 12 months",Never,Never,Respondent and husband/partner,Husband/partner alone,Never afraid,1
36,Secondary or below,Sales,Caste,Hindu,19,153.7,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
35,Secondary or below,Other,Caste,Hindu,30,152.2,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent alone,Sometimes afraid,0
30,Secondary or below,Other,Don't know,Hindu,28,151.0,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Secondary or below,Other,Caste,Hindu,35,154.1,Secondary or below,Other,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
54,Secondary or below,Agricultural,Caste,Hindu,49,149.0,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
46,Secondary or below,Agricultural,Caste,Hindu,36,150.4,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
51,Secondary or below,Skilled and unskilled manual,Caste,Hindu,41,151.1,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
54,Secondary or below,Services / household and domestic,Caste,Hindu,34,157.2,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
34,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27,147.5,Higher Secondary,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
50,Secondary or below,Agricultural,Caste,Hindu,40,156.0,Secondary or below,Agricultural,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
42,Secondary or below,Sales,Caste,Hindu,35,149.5,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
32,Secondary or below,Clerical,Caste,Hindu,32,139.6,Secondary or below,Don't know,Caste,Hindu,Rural,West Bengal,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
50,Secondary or below,Agricultural,Caste,Hindu,47,145.3,Secondary or below,Agricultural,Caste,Hindu,Rural,West Bengal,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
45,Secondary or below,Agricultural,Caste,Hindu,39,144.4,Secondary or below,Agricultural,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
49,Secondary or below,Agricultural,Caste,Hindu,45,150.6,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
48,Secondary or below,Sales,Caste,Muslim,45,162.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,West Bengal,Yes,Yes,Often,Often,Often,Often,Respondent alone,Respondent alone,Most of the time afraid,1
34,Secondary or below,Sales,Caste,Muslim,34,146.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,Rural,West Bengal,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
35,Higher Secondary,Services / household and domestic,Caste,Hindu,32,157.3,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
40,Secondary or below,Skilled and unskilled manual,Don't know,Hindu,37,143.8,Secondary or below,Not working,No caste / tribe,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
45,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Hindu,40,150.5,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
33,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27,143.7,Higher Secondary,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
53,Secondary or below,Clerical,Caste,Hindu,44,152.3,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
28,Higher Secondary,Sales,Caste,Hindu,20,149.4,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
52,Secondary or below,Agricultural,Caste,Hindu,49,142.9,Secondary or below,Not working,No caste / tribe,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
32,Secondary or below,Agricultural,Caste,Hindu,32,153.7,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
32,Secondary or below,Agricultural,Caste,Muslim,31,145.1,Secondary or below,Not working,Caste,Muslim,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
34,Secondary or below,Services / household and domestic,Caste,Muslim,30,147.8,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
32,Secondary or below,Agricultural,Caste,Muslim,30,150.3,Secondary or below,Not working,Caste,Muslim,Rural,West Bengal,Yes,No,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
33,Secondary or below,Services / household and domestic,Caste,Muslim,33,146.4,Secondary or below,Not working,Caste,Muslim,Rural,West Bengal,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
43,Secondary or below,Agricultural,Caste,Hindu,38,152.3,Secondary or below,Not working,Caste,Muslim,Rural,West Bengal,Yes,No,"Yes, but not in the last 12 months",Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
45,Higher Secondary,Agricultural,Caste,Hindu,45,153.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Husband/partner alone,Sometimes afraid,1
36,Secondary or below,Services / household and domestic,Caste,Hindu,30,152.8,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,West Bengal,Yes,Yes,Often,Sometimes,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
37,Secondary or below,Agricultural,No caste / tribe,Hindu,27,152.3,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,Yes,Yes,Never,Sometimes,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
50,Secondary or below,Not working,No caste / tribe,Hindu,35,148.7,Secondary or below,Skilled and unskilled manual,No caste / tribe,Hindu,Rural,West Bengal,Yes,Yes,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Sometimes afraid,1
31,Graduate (B.Tech/B.Sc/BA),Clerical,No caste / tribe,Hindu,26,149.8,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent alone,Never afraid,0
52,Secondary or below,Sales,No caste / tribe,Hindu,49,153.2,Higher Secondary,Not working,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
49,Post-Graduate (MBA/MA),Professional / technical / managerial,No caste / tribe,Hindu,39,149.7,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent alone,Sometimes afraid,0
33,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,No caste / tribe,Hindu,31,158.2,Graduate (B.Tech/B.Sc/BA),Not working,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
36,Graduate (B.Tech/B.Sc/BA),Clerical,No caste / tribe,Hindu,33,152.1,Graduate (B.Tech/B.Sc/BA),Not working,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Never afraid,0
52,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,No caste / tribe,Hindu,41,157.2,Higher Secondary,Not working,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
45,Secondary or below,Sales,No caste / tribe,Muslim,35,149.3,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Muslim,Urban,West Bengal,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent alone,Sometimes afraid,1
38,Secondary or below,Sales,No caste / tribe,Muslim,35,153.7,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Sometimes afraid,0
50,Secondary or below,Skilled and unskilled manual,No caste / tribe,Hindu,28,147.5,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,Yes,No,Never,Never,Never,Never,Respondent alone,Husband/partner alone,Never afraid,1
48,Secondary or below,Sales,No caste / tribe,Muslim,44,153.3,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Secondary or below,Sales,No caste / tribe,Muslim,30,153.2,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,Yes,No,Never,Never,Never,"Yes, but not in the last 12 months",Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
27,Secondary or below,Skilled and unskilled manual,Caste,Hindu,25,146.2,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
26,Secondary or below,Skilled and unskilled manual,Caste,Hindu,18,152.2,Higher Secondary,Not working,Caste,Hindu,Urban,West Bengal,Yes,Yes,Never,Sometimes,Never,Never,Husband/partner alone,Respondent and husband/partner,Most of the time afraid,1
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28,147.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
46,Secondary or below,Skilled and unskilled manual,Caste,Hindu,42,154.2,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
49,Secondary or below,Skilled and unskilled manual,Caste,Hindu,36,158.1,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
40,Secondary or below,Skilled and unskilled manual,Caste,Hindu,33,155.7,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
43,Higher Secondary,Other,No caste / tribe,Muslim,35,163.9,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
24,Secondary or below,Other,No caste / tribe,Muslim,19,162.2,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Someone else,Never afraid,0
42,Secondary or below,Other,No caste / tribe,Muslim,25,146.2,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
40,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,32,162.3,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
48,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Hindu,37,148.6,Higher Secondary,Services / household and domestic,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
45,Secondary or below,Skilled and unskilled manual,Caste,Hindu,35,152.3,Higher Secondary,Not working,Caste,Hindu,Urban,West Bengal,No,Yes,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Sometimes afraid,1
50,Higher Secondary,Services / household and domestic,Caste,Hindu,29,149.1,Higher Secondary,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
47,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Hindu,40,162.4,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Secondary or below,Services / household and domestic,Caste,Hindu,43,151.0,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Secondary or below,Services / household and domestic,Caste,Hindu,40,150.2,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
41,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Hindu,38,151.6,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,West Bengal,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
22,Secondary or below,Skilled and unskilled manual,Caste,Muslim,22,150.9,Higher Secondary,Not working,Caste,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
51,Secondary or below,Skilled and unskilled manual,Caste,Muslim,38,153.3,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
53,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,49,154.9,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
48,Secondary or below,Skilled and unskilled manual,Caste,Hindu,43,146.5,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,Yes,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Most of the time afraid,1
34,Secondary or below,Skilled and unskilled manual,Caste,Muslim,32,148.6,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,No,No,Never,Never,Sometimes,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
27,Secondary or below,Skilled and unskilled manual,Caste,Muslim,23,151.9,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
31,Secondary or below,Skilled and unskilled manual,Caste,Muslim,24,161.3,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
35,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30,155.6,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,25,158.6,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
52,Secondary or below,Skilled and unskilled manual,Caste,Hindu,45,159.8,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
35,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30,149.8,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
45,Secondary or below,Skilled and unskilled manual,Caste,Hindu,44,158.7,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
32,Secondary or below,Skilled and unskilled manual,Caste,Hindu,31,147.4,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,West Bengal,Yes,No,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
53,Secondary or below,Skilled and unskilled manual,Caste,Hindu,45,162.4,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
49,Secondary or below,Skilled and unskilled manual,Caste,Hindu,41,159.6,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,Yes,Sometimes,Never,Never,"Yes, but not in the last 12 months",Husband/partner alone,Husband/partner alone,Sometimes afraid,1
42,Secondary or below,Services / household and domestic,Caste,Hindu,32,152.9,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
