Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Husband_partner_jealous_if_Wife_talks_with_other_men,Husband_partner_insists_on_knowing_where_Wife_is,Ever_been_humiliated_by_husband_partner,Ever_been_insulted_or_made_to_feel_bad_by_husband_partner,"Ever_been_pushed,_shook_or_had_something_thrown_by_husband_partner",Ever_been_slapped_by_husband_partner,Person_who_usually_decides_on_Wife's_health_care,Person_who_usually_decides_on_large_household_purchases,"Wife_afraid_of_husband_partner_most_of_the_time,_sometimes_or_never",Marital_Stability_Target
22,Secondary or below,Clerical,Caste,Hindu,22,154.6,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
33,Secondary or below,Services / household and domestic,Caste,Hindu,26,150.7,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
26,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,22,,Graduate (B.Tech/B.Sc/BA),Not working,Don't know,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Sometimes afraid,0
47,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,46,147.8,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
48,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,41,148.3,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
43,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,32,152.8,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
27,Secondary or below,Sales,No caste / tribe,Muslim,25,150.1,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
54,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,48,151.2,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent alone,Sometimes afraid,0
42,Graduate (B.Tech/B.Sc/BA),Sales,No caste / tribe,Muslim,29,152.2,Graduate (B.Tech/B.Sc/BA),Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
31,Graduate (B.Tech/B.Sc/BA),Sales,No caste / tribe,Muslim,29,151.5,Post-Graduate (MBA/MA),Not working,Caste,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Sometimes afraid,0
34,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,27,162.7,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
42,Higher Secondary,Clerical,Caste,Hindu,38,158.1,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
38,Post-Graduate (MBA/MA),Services / household and domestic,Caste,Hindu,35,153.8,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
28,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,26,157.5,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent alone,Never afraid,1
50,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,45,159.9,Higher Secondary,Professional / technical / managerial,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
48,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Hindu,41,147.6,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
49,Secondary or below,Other,No caste / tribe,Hindu,41,156.2,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
43,Post-Graduate (MBA/MA),Services / household and domestic,No caste / tribe,Hindu,36,142.6,Higher Secondary,Not working,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
41,Post-Graduate (MBA/MA),Services / household and domestic,No caste / tribe,Hindu,35,143.5,Post-Graduate (MBA/MA),Professional / technical / managerial,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
46,Higher Secondary,Skilled and unskilled manual,No caste / tribe,Hindu,36,162.1,Higher Secondary,Not working,No caste / tribe,Hindu,Urban,West Bengal,No,No,"Yes, but not in the last 12 months",Never,Never,Never,Respondent and husband/partner,Respondent alone,Sometimes afraid,0
38,Post-Graduate (MBA/MA),Professional / technical / managerial,No caste / tribe,Hindu,33,154.3,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent alone,Never afraid,0
46,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,No caste / tribe,Hindu,38,158.7,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,No caste / tribe,Hindu,Urban,West Bengal,Yes,Yes,Sometimes,Never,Never,Sometimes,Husband/partner alone,Respondent alone,Most of the time afraid,1
50,Secondary or below,Professional / technical / managerial,No caste / tribe,Muslim,40,147.6,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
52,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Muslim,43,149.0,Secondary or below,Not working,Caste,Muslim,Urban,West Bengal,No,Yes,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent alone,Never afraid,1
42,Secondary or below,Other,No caste / tribe,Muslim,36,155.4,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
54,Secondary or below,Not working,Caste,Hindu,48,147.3,Secondary or below,Not working,Tribe,Hindu,Urban,West Bengal,No,No,Never,Sometimes,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
45,Secondary or below,Other,Caste,Hindu,40,150.2,Secondary or below,Other,Caste,Hindu,Urban,West Bengal,No,No,Sometimes,Sometimes,Sometimes,Sometimes,Husband/partner alone,Respondent alone,Sometimes afraid,1
32,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,28,150.7,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,West Bengal,No,No,Sometimes,Never,Never,Never,Respondent alone,Respondent alone,Never afraid,0
40,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,28,148.1,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
33,Secondary or below,Sales,Caste,Muslim,29,149.7,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
34,Secondary or below,Sales,No caste / tribe,Muslim,29,156.4,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
33,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Muslim,28,149.2,Graduate (B.Tech/B.Sc/BA),Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
45,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,No caste / tribe,Muslim,33,166.3,Higher Secondary,Not working,No caste / tribe,Muslim,Urban,West Bengal,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
42,Secondary or below,Sales,No caste / tribe,Muslim,35,150.2,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Sometimes,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
41,Higher Secondary,Professional / technical / managerial,Don't know,Hindu,36,152.3,Secondary or below,Not working,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
38,Secondary or below,Other,No caste / tribe,Muslim,25,144.2,Secondary or below,Not working,No caste / tribe,Muslim,Urban,West Bengal,Yes,No,Never,Never,"Yes, but not in the last 12 months","Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
34,Graduate (B.Tech/B.Sc/BA),Sales,No caste / tribe,Muslim,28,155.6,Graduate (B.Tech/B.Sc/BA),Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
24,Higher Secondary,Skilled and unskilled manual,Don't know,Hindu,24,161.4,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
37,Secondary or below,Other,Caste,Hindu,32,154.2,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent alone,Respondent alone,Never afraid,0
42,Secondary or below,Other,Caste,Hindu,37,156.3,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Sometimes,Never,Never,Sometimes,Respondent alone,Respondent and husband/partner,Never afraid,0
52,Secondary or below,Other,Caste,Hindu,48,158.7,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,Don't know,No,Sometimes,Sometimes,Never,Sometimes,Respondent alone,Respondent and husband/partner,Never afraid,0
29,Higher Secondary,Services / household and domestic,Caste,Hindu,21,153.7,Secondary or below,Not working,Tribe,Hindu,Urban,West Bengal,No,No,Sometimes,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
39,Secondary or below,Other,Caste,Hindu,31,158.7,Secondary or below,Not working,Tribe,Hindu,Urban,West Bengal,No,No,"Yes, but not in the last 12 months",Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
41,Secondary or below,Other,Caste,Hindu,36,150.1,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
46,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,42,149.6,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
46,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,42,156.1,Higher Secondary,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
40,Secondary or below,Sales,Caste,Hindu,35,148.7,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
40,Higher Secondary,Sales,Caste,Hindu,35,150.8,Higher Secondary,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
40,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,No caste / tribe,Hindu,40,152.7,Higher Secondary,Not working,No caste / tribe,Hindu,Urban,West Bengal,Yes,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
37,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,32,155.2,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Post-Graduate (MBA/MA),Professional / technical / managerial,No caste / tribe,Christian,41,152.4,Higher Secondary,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
32,Post-Graduate (MBA/MA),Professional / technical / managerial,No caste / tribe,Jain,28,147.2,Graduate (B.Tech/B.Sc/BA),Not working,No caste / tribe,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
34,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,No caste / tribe,Muslim,27,157.6,Graduate (B.Tech/B.Sc/BA),Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
38,Secondary or below,Other,No caste / tribe,Muslim,26,150.3,Graduate (B.Tech/B.Sc/BA),Not working,No caste / tribe,Muslim,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
34,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27,153.1,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
39,Secondary or below,Skilled and unskilled manual,Caste,Hindu,35,144.5,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
35,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30,152.3,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
47,Secondary or below,Skilled and unskilled manual,Caste,Hindu,39,146.4,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
48,Secondary or below,Skilled and unskilled manual,Caste,Hindu,46,153.6,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
35,Secondary or below,Skilled and unskilled manual,Caste,Hindu,31,147.2,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
38,Secondary or below,Skilled and unskilled manual,Caste,Hindu,31,139.5,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,No,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
33,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28,149.8,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
25,Secondary or below,Skilled and unskilled manual,Tribe,Muslim,23,149.7,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Muslim,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
29,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27,145.5,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
36,Secondary or below,Sales,Caste,Hindu,26,144.5,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
50,Secondary or below,Skilled and unskilled manual,Caste,Hindu,45,150.2,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28,150.6,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
